,name,handedness,height,weight,avg,HR,weight_height
517,Ted Savage,R,73,185,0.233,34,0.961904762
518,Ron Davis,R,72,175,0.233,10,0.8
519,Andres Thomas,R,73,170,0.234,42,0.819047619
520,Rick Sweet,B,73,200,0.234,6,1.104761905
521,Rob Picciolo,R,74,185,0.234,17,1.028571429
522,Jerry May,R,74,190,0.234,15,1.076190476
523,Bill Sudakis,B,73,190,0.234,59,1.00952381
524,Len Matuszek,L,74,190,0.234,30,1.076190476
525,Fred Kendall,R,73,185,0.234,31,0.961904762
526,Jerry Dybzinski,R,74,180,0.234,3,0.980952381
527,Jim Fairey,L,70,190,0.235,7,0.80952381
528,Andy Etchebarren,R,73,190,0.235,49,1.00952381
529,Tim Harkness,L,74,182,0.235,14,1
530,Cesar Gutierrez,R,69,155,0.235,0,0.40952381
531,Chris Cannizzaro,R,72,190,0.235,18,0.942857143
532,Julio Gonzalez,R,71,162,0.235,4,0.60952381
533,Bobby Mitchell,R,75,185,0.235,21,1.095238095
534,Fernando Gonzalez,R,70,165,0.235,17,0.571428571
535,Dalton Jones,L,73,180,0.235,41,0.914285714
536,Phil Linz,R,73,180,0.235,11,0.914285714
537,Craig Kusick,R,75,210,0.235,46,1.333333333
538,Al Luplow,L,70,175,0.235,33,0.666666667
539,Dave Kingman,R,78,210,0.236,442,1.533333333
540,Kurt Bevacqua,R,72,180,0.236,27,0.847619048
541,Byron Browne,R,74,190,0.236,30,1.076190476
542,Billy Cowan,R,72,170,0.236,40,0.752380952
543,Paul Householder,B,72,180,0.236,29,0.847619048
544,George Mitterwald,R,74,195,0.236,76,1.123809524
545,Bobby Knoop,R,73,170,0.236,56,0.819047619
546,Danny Goodwin,L,73,195,0.236,13,1.057142857
547,Bud Harrelson,B,71,160,0.236,7,0.59047619
548,Woody Woodward,R,74,180,0.236,1,0.980952381
549,Andy Kosco,R,75,205,0.236,73,1.285714286
550,Randy Hundley,R,71,170,0.236,82,0.685714286
551,Rodney Scott,B,72,160,0.236,3,0.657142857
552,Eddie Leon,R,72,170,0.236,24,0.752380952
553,Dave Rosello,R,71,160,0.236,10,0.59047619
554,Dale Berra,R,72,180,0.236,49,0.847619048
555,Bob Meacham,B,73,175,0.236,8,0.866666667
556,Luis Aguayo,R,69,173,0.236,37,0.580952381
557,Billy Grabarkewitz,R,70,165,0.236,28,0.571428571
558,Don Hahn,R,73,180,0.236,7,0.914285714
559,Doug Ault,R,75,200,0.236,17,1.238095238
560,Ivan Murrell,R,74,195,0.236,33,1.123809524
561,Aurelio Rodriguez,R,70,180,0.237,124,0.714285714
562,Jimmy Stewart,B,72,165,0.237,8,0.704761905
563,Rafael Landestoy,B,70,165,0.237,4,0.571428571
564,Glenn Burke,R,72,195,0.237,2,0.99047619
565,Jerry McNertney,R,72,180,0.237,27,0.847619048
566,Curt Blefary,L,74,195,0.237,112,1.123809524
567,Dave Edwards,R,72,170,0.237,14,0.752380952
568,Julio Cruz,B,69,165,0.237,23,0.504761905
569,Ed Stroud,L,71,180,0.237,14,0.780952381
570,Harry Spilman,L,73,180,0.237,18,0.914285714
571,Jackie Gutierrez,R,71,175,0.237,4,0.733333333
572,Jerry Kenney,L,73,170,0.237,7,0.819047619
573,Gil Garrido,R,69,150,0.237,1,0.361904762
574,Ed Spiezio,R,71,180,0.238,39,0.780952381
575,Rick Rhoden,R,75,195,0.238,9,1.19047619
576,Don Lock,R,74,195,0.238,122,1.123809524
577,John Donaldson,L,71,160,0.238,4,0.59047619
578,Doug Flynn,R,71,165,0.238,7,0.638095238
579,Chuck Harrison,R,70,185,0.238,17,0.761904762
580,Doc Edwards,R,74,215,0.238,15,1.314285714
581,Phil Gagliano,R,73,180,0.238,14,0.914285714
582,Ty Cline,L,72,170,0.238,6,0.752380952
583,Ron Roenicke,B,72,180,0.238,17,0.847619048
584,Norm Miller,L,70,185,0.238,24,0.761904762
585,Ed Kirkpatrick,L,71,195,0.238,85,0.923809524
586,Wayne Garrett,L,71,175,0.239,61,0.733333333
587,Chuck Schilling,R,70,160,0.239,23,0.523809524
588,Dave Roberts,R,75,215,0.239,49,1.380952381
589,Bernie Allen,L,72,175,0.239,73,0.8
590,Bruce Bochy,R,75,205,0.239,26,1.285714286
591,Duke Sims,L,74,197,0.239,100,1.142857143
592,Joe Hague,L,72,195,0.239,40,0.99047619
593,Bobby Clark,R,72,190,0.239,19,0.942857143
594,Onix Concepcion,R,66,160,0.239,3,0.257142857
595,Kiko Garcia,R,71,180,0.239,12,0.780952381
596,Charley Smith,R,73,170,0.239,69,0.819047619
597,Ken Phelps,L,73,209,0.239,123,1.19047619
598,Ron Brand,R,67,167,0.239,3,0.39047619
599,Ken Harrelson,R,74,190,0.239,131,1.076190476
600,Mike Ramsey,B,73,170,0.24,2,0.819047619
601,Mike Phillips,L,72,170,0.24,11,0.752380952
602,Ron Hodges,L,73,185,0.24,19,0.961904762
603,Ted Martinez,R,72,165,0.24,7,0.704761905
604,Ed Herrmann,L,73,195,0.24,80,1.057142857
605,Gary Gray,R,72,187,0.24,24,0.914285714
606,Dick Green,R,70,180,0.24,80,0.714285714
607,Domingo Ramos,R,70,154,0.24,8,0.466666667
608,Bill Schroeder,R,74,200,0.24,61,1.171428571
609,Pepe Frias,R,70,159,0.24,1,0.514285714
610,Joe Ferguson,R,74,200,0.24,122,1.171428571
611,Chico Ruiz,B,72,169,0.24,2,0.742857143
612,Rod Kanehl,R,73,180,0.241,6,0.914285714
613,Frank Tepedino,L,71,185,0.241,6,0.828571429
614,Dave Skaggs,R,74,200,0.241,3,1.171428571
615,Mike Tyson,R,69,170,0.241,27,0.552380952
616,Mickey Klutts,R,71,170,0.241,14,0.685714286
617,Bill Fahey,L,72,200,0.241,7,1.038095238
618,Tom Veryzer,R,73,175,0.241,14,0.866666667
619,Ron Stone,L,74,185,0.241,6,1.028571429
620,Bill Nahorodny,R,74,200,0.241,25,1.171428571
621,Joe Gaines,R,73,190,0.241,21,1.00952381
622,Hank Allen,R,72,190,0.241,6,0.942857143
623,Gene Tenace,R,72,190,0.241,201,0.942857143
624,Wayne Tolleson,B,69,160,0.241,9,0.457142857
625,Manny Castillo,B,69,160,0.242,3,0.457142857
626,Willie Norwood,R,72,185,0.242,18,0.895238095
627,Joe Simpson,L,75,175,0.242,9,1
628,Mike Hegan,L,73,188,0.242,53,0.99047619
629,Don Wert,R,70,162,0.242,77,0.542857143
630,Bob Robertson,R,73,195,0.242,115,1.057142857
631,Glenn Hoffman,R,73,175,0.242,23,0.866666667
632,Bruce Benedict,R,73,175,0.242,18,0.866666667
633,Johnny Edwards,L,76,220,0.242,81,1.495238095
634,Bob Brower,R,71,185,0.242,17,0.828571429
635,Ron Swoboda,R,74,195,0.242,73,1.123809524
636,Freddie Patek,R,65,148,0.242,41,0.076190476
637,Pepe Mangual,R,70,157,0.242,16,0.495238095
638,Marty Martinez,B,72,170,0.243,0,0.752380952
639,Darryl Motley,R,69,196,0.243,44,0.8
640,Ozzie Virgil,R,73,180,0.243,98,0.914285714
641,Chuck Hiller,L,71,170,0.243,20,0.685714286
642,Nate Colbert,R,74,190,0.243,173,1.076190476
643,Gary Woods,R,74,185,0.243,13,1.028571429
644,Bobby Mitchell,L,70,170,0.243,3,0.619047619
645,Steve Dillard,R,73,180,0.243,13,0.914285714
646,Rick Sofield,L,73,195,0.243,9,1.057142857
647,Mark Wagner,R,72,165,0.243,3,0.704761905
648,Rey Quinones,R,71,160,0.243,29,0.59047619
649,Hal Breeden,R,74,200,0.243,21,1.171428571
650,Mike Jorgensen,L,72,195,0.243,95,0.99047619
651,Rick Joseph,R,73,192,0.243,13,1.028571429
652,Gary Sutherland,R,72,185,0.243,24,0.895238095
653,Pedro Gonzalez,R,72,176,0.244,8,0.80952381
654,Johnny Jeter,R,73,180,0.244,18,0.914285714
655,Glenn Hubbard,R,69,150,0.244,70,0.361904762
656,Leroy Stanton,R,73,195,0.244,77,1.057142857
657,Ray Webster,L,72,185,0.244,17,0.895238095
658,Jim Essian,R,74,195,0.244,33,1.123809524
659,Deron Johnson,R,74,200,0.244,245,1.171428571
660,Paul Schaal,R,71,165,0.244,57,0.638095238
661,Dave Nelson,R,70,160,0.244,20,0.523809524
662,Joe Wallis,B,71,180,0.244,16,0.780952381
663,Mike Epstein,L,75,230,0.244,130,1.523809524
664,Floyd Rayford,R,70,190,0.244,38,0.80952381
665,Jack Brohamer,L,70,165,0.245,30,0.571428571
666,Angel Mangual,R,70,178,0.245,22,0.695238095
667,Roger Freed,R,72,190,0.245,22,0.942857143
668,Bobby Brown,B,74,190,0.245,26,1.076190476
669,Ted Cox,R,75,195,0.245,10,1.19047619
670,Roberto Pena,R,68,170,0.245,13,0.485714286
671,Sandy Alomar,B,69,140,0.245,13,0.266666667
672,Jody Davis,R,76,192,0.245,127,1.228571429
673,Tom Tresh,B,73,180,0.245,153,0.914285714
674,Doug Griffin,R,72,160,0.245,7,0.657142857
675,George Wright,B,71,180,0.245,42,0.780952381
676,Bryan Little,B,70,160,0.245,3,0.523809524
677,Alan Ashby,B,74,185,0.245,90,1.028571429
678,Ellie Rodriguez,R,71,185,0.245,16,0.828571429
679,Curt Ford,L,70,150,0.245,7,0.428571429
680,Tommy McCraw,L,72,183,0.246,75,0.876190476
681,Tom Brookens,R,70,165,0.246,71,0.571428571
682,Charlie Spikes,R,75,215,0.246,65,1.380952381
683,Joe Keough,L,72,185,0.246,9,0.895238095
684,Rafael Santana,R,73,165,0.246,13,0.771428571
685,Dave Marshall,L,73,182,0.246,16,0.933333333
686,Bruce Miller,R,73,185,0.246,1,0.961904762
687,Mike Anderson,R,74,200,0.246,28,1.171428571
688,Chris Speier,R,73,175,0.246,112,0.866666667
689,Marty Perez,R,71,160,0.246,22,0.59047619
690,Dwayne Murphy,L,73,185,0.246,166,0.961904762
691,Garry Hancock,L,72,175,0.247,12,0.8
692,Bucky Dent,R,69,170,0.247,40,0.552380952
693,Gary Roenicke,R,75,205,0.247,121,1.285714286
694,Lou Clinton,R,73,185,0.247,65,0.961904762
695,Adolfo Phillips,R,73,175,0.247,59,0.866666667
696,Dick McAuliffe,L,71,176,0.247,197,0.742857143
697,Mike Diaz,R,74,195,0.247,31,1.123809524
698,Darrell Porter,L,72,193,0.247,188,0.971428571
699,Marvell Wynne,L,71,175,0.247,40,0.733333333
700,Brant Alyea,R,75,215,0.247,38,1.380952381
701,Mike Lum,L,72,180,0.247,90,0.847619048
702,Earl Williams,R,75,215,0.247,138,1.380952381
703,Bob Heise,R,72,175,0.247,1,0.8
704,Max Alvis,R,71,185,0.247,111,0.828571429
705,Merritt Ranew,L,71,170,0.247,8,0.685714286
706,Bob Brenly,R,74,210,0.247,91,1.266666667
707,Ken Hubbs,R,74,175,0.247,14,0.933333333
708,Mike Young,B,74,195,0.247,72,1.123809524
709,Ed Romero,R,71,160,0.247,8,0.59047619
710,Darrell Evans,L,74,200,0.248,414,1.171428571
711,Jim Lyttle,L,72,180,0.248,9,0.847619048
712,Ken Boswell,L,72,170,0.248,31,0.752380952
713,Ken McMullen,R,75,190,0.248,156,1.142857143
714,Dick Howser,R,68,155,0.248,16,0.342857143
715,Willie Smith,L,72,182,0.248,46,0.866666667
716,Graig Nettles,L,72,180,0.248,390,0.847619048
717,Joe Foy,R,72,215,0.248,58,1.180952381
718,Tom Hutton,L,71,180,0.248,22,0.780952381
719,Danny Thompson,R,72,183,0.248,15,0.876190476
720,Jim Sundberg,R,72,190,0.248,95,0.942857143
721,Rob Wilfong,L,73,180,0.248,39,0.914285714
722,Ron Theobald,R,68,165,0.248,2,0.438095238
723,Carl Warwick,R,70,170,0.248,31,0.619047619
724,Butch Hobson,R,73,193,0.248,98,1.038095238
725,Mickey Stanley,R,73,185,0.248,117,0.961904762
726,Junior Kennedy,R,71,175,0.248,4,0.733333333
727,Rod Gilbreath,R,74,180,0.248,14,0.980952381
728,Steve Nicosia,R,70,185,0.248,11,0.761904762
729,Larry Harlow,L,74,185,0.248,12,1.028571429
730,Luis Melendez,R,72,165,0.248,9,0.704761905
731,Gary Thomasson,L,73,180,0.249,61,0.914285714
732,Tony Scott,B,72,164,0.249,17,0.695238095
733,Chico Salmon,R,70,160,0.249,31,0.523809524
734,Derrel Thomas,B,72,160,0.249,43,0.657142857
735,John Milner,L,72,185,0.249,131,0.895238095
736,Alex Trevino,R,70,165,0.249,23,0.571428571
737,Don Mincher,L,75,205,0.249,200,1.285714286
738,John Orsino,R,75,215,0.249,40,1.380952381
739,Jerry Royster,R,72,165,0.249,40,0.704761905
740,Tito Landrum,R,71,175,0.249,13,0.733333333
741,Tom Grieve,R,74,190,0.249,65,1.076190476
742,Denny Doyle,L,69,175,0.25,16,0.6
743,Dick Bertell,R,72,200,0.25,10,1.038095238
744,Johnny Oates,L,71,188,0.25,14,0.857142857
745,Terry Crowley,L,72,180,0.25,42,0.847619048
746,Rick Bosetti,R,71,185,0.25,17,0.828571429
747,Marv Breeding,R,72,175,0.25,7,0.8
748,Paul Blair,R,72,168,0.25,134,0.733333333
749,Jim Pankovits,R,70,170,0.25,9,0.619047619
750,Nick Esasky,R,75,200,0.25,122,1.238095238
751,Jim Spencer,L,74,195,0.25,146,1.123809524
752,Bob Stinson,B,71,180,0.25,33,0.780952381
753,Fran Healy,R,77,220,0.25,20,1.561904762
754,Joe Strain,R,70,169,0.25,1,0.60952381
755,Mike Edwards,R,70,154,0.25,2,0.466666667
756,Greg Pryor,R,72,180,0.25,14,0.847619048
757,Ruppert Jones,L,70,170,0.25,147,0.619047619
758,Jake Wood,R,73,163,0.25,35,0.752380952
759,Jimmy Wynn,R,70,160,0.25,291,0.523809524
760,Leron Lee,L,72,196,0.25,31,1
761,Denis Menke,R,72,185,0.25,101,0.895238095
762,Wilbur Howard,B,74,170,0.25,6,0.885714286
763,Otto Velez,R,72,170,0.251,78,0.752380952
764,Rico Petrocelli,R,72,175,0.251,210,0.8
765,Benny Ayala,R,73,185,0.251,38,0.961904762
766,Jim Lefebvre,B,72,180,0.251,74,0.847619048
767,Mike de la Hoz,R,71,175,0.251,25,0.733333333
768,U L Washington,B,71,175,0.251,27,0.733333333
769,Barry Evans,R,73,180,0.251,2,0.914285714
770,Lenny Faedo,R,72,170,0.251,5,0.752380952
771,Tim Foli,R,72,179,0.251,25,0.838095238
772,Albert Hall,B,71,155,0.251,5,0.542857143
773,Jack Hiatt,R,74,190,0.251,22,1.076190476
774,Jerry Martin,R,73,195,0.251,85,1.057142857
775,Sonny Jackson,L,69,150,0.251,7,0.361904762
776,Andre Robertson,R,70,155,0.251,5,0.476190476
777,Dave May,L,70,186,0.251,96,0.771428571
778,Bobby Darwin,R,74,190,0.251,83,1.076190476
779,Doug Rader,R,74,208,0.251,155,1.247619048
780,Rob Andrews,R,72,185,0.251,3,0.895238095
781,Jerry Moses,R,75,210,0.251,25,1.333333333
782,Jesse Gonder,L,70,180,0.251,26,0.714285714
783,Jim Hickman,R,75,192,0.252,159,1.161904762
784,Joe Azcue,R,72,190,0.252,50,0.942857143
785,Omar Moreno,L,74,180,0.252,37,0.980952381
786,Mike Hershberger,R,70,175,0.252,26,0.666666667
787,Dave Chalk,R,70,175,0.252,15,0.666666667
788,Don Kessinger,B,73,170,0.252,14,0.819047619
789,Mack Jones,L,73,180,0.252,133,0.914285714
790,Lynn Jones,R,69,175,0.252,7,0.6
791,Tony Armas,R,71,182,0.252,251,0.8
792,Jerry Grote,R,70,185,0.252,39,0.761904762
793,Fred Whitfield,L,73,190,0.253,108,1.00952381
794,Eddie Milner,L,71,173,0.253,42,0.714285714
795,Jerry White,B,70,164,0.253,21,0.561904762
796,John Mayberry,L,75,215,0.253,255,1.380952381
797,Larvell Blanks,R,68,167,0.253,20,0.457142857
798,John Lowenstein,L,72,175,0.253,116,0.8
799,Bill Melton,R,74,200,0.253,160,1.171428571
800,Rich Reese,L,75,185,0.253,52,1.095238095
801,Johnny Briggs,L,73,190,0.253,139,1.00952381
802,Terry Harper,R,76,195,0.253,36,1.257142857
803,Dan Meyer,L,71,180,0.253,86,0.780952381
804,Len Gabrielson,L,76,210,0.253,37,1.4
805,Roy Foster,R,72,185,0.253,45,0.895238095
806,Art Shamsky,L,73,168,0.253,68,0.8
807,Jerry Terrell,R,71,165,0.253,4,0.638095238
808,Ivan DeJesus,R,71,175,0.254,21,0.733333333
809,Sal Bando,R,72,195,0.254,242,0.99047619
810,Rich Chiles,L,71,170,0.254,6,0.685714286
811,Gene Alley,R,70,160,0.254,55,0.523809524
812,Pete Ward,L,73,185,0.254,98,0.961904762
813,Larry Milbourne,B,72,161,0.254,11,0.666666667
814,Felix Torres,R,71,165,0.254,27,0.638095238
815,Jimmie Hall,L,72,175,0.254,121,0.8
816,Bob Boone,R,74,195,0.254,105,1.123809524
817,Andre Thornton,R,75,200,0.254,253,1.238095238
818,Bill Almon,R,75,180,0.254,36,1.047619048
819,Brian Asselstine,L,73,175,0.254,12,0.866666667
820,Bo Diaz,R,71,185,0.255,87,0.828571429
821,Pat Putnam,L,72,205,0.255,63,1.085714286
822,Frank White,R,71,165,0.255,160,0.638095238
823,Tim Flannery,L,71,175,0.255,9,0.733333333
824,Ken Berry,R,72,175,0.255,58,0.8
825,Frank Taveras,R,72,155,0.255,2,0.60952381
826,Tony Solaita,L,72,210,0.255,50,1.133333333
827,Bob Dernier,R,72,160,0.255,23,0.657142857
828,Charlie James,R,73,195,0.255,29,1.057142857
829,Lee Thomas,L,74,195,0.255,106,1.123809524
830,Wallace Johnson,B,72,173,0.255,5,0.780952381
831,Tommie Agee,R,71,195,0.255,130,0.923809524
832,Champ Summers,L,74,205,0.255,54,1.219047619
833,Butch Wynegar,B,73,190,0.255,65,1.00952381
834,Mike Shannon,R,75,195,0.255,68,1.19047619
835,Bill Sharp,L,70,178,0.255,9,0.695238095
836,Juan Bonilla,R,69,170,0.256,7,0.552380952
837,Walt Bond,L,79,228,0.256,41,1.771428571
838,Cito Gaston,R,75,190,0.256,91,1.142857143
839,Billy Conigliaro,R,72,180,0.256,40,0.847619048
840,Horace Clarke,B,69,170,0.256,27,0.552380952
841,Craig Reynolds,L,73,175,0.256,42,0.866666667
842,Ike Brown,R,72,190,0.256,20,0.942857143
843,Boots Day,L,69,160,0.256,8,0.457142857
844,Ray Fosse,R,74,215,0.256,61,1.314285714
845,Bob Oliver,R,75,205,0.256,94,1.285714286
846,Tom O'Malley,L,72,180,0.256,13,0.847619048
847,Julian Javier,R,73,175,0.257,78,0.866666667
848,Ken Henderson,B,74,180,0.257,122,0.980952381
849,Rick Manning,L,73,180,0.257,56,0.914285714
850,Bob Randall,R,74,175,0.257,1,0.933333333
851,Roy Smalley,B,73,185,0.257,163,0.961904762
852,Gates Brown,L,71,220,0.257,84,1.161904762
853,Pete LaCock,L,74,200,0.257,27,1.171428571
854,Mario Guerrero,R,70,155,0.257,7,0.476190476
855,Biff Pocoroba,B,70,175,0.257,21,0.666666667
856,Len Randle,B,70,169,0.257,27,0.60952381
857,Bob Bailey,R,73,180,0.257,189,0.914285714
858,Jerry Turner,L,69,180,0.257,45,0.647619048
859,Tommy Harper,R,69,165,0.257,146,0.504761905
860,Tom Haller,L,76,195,0.257,134,1.257142857
861,Leo Cardenas,R,71,150,0.257,118,0.495238095
862,Rich Dauer,R,72,180,0.257,43,0.847619048
863,Dave Rader,L,71,165,0.257,30,0.638095238
864,Bill Robinson,R,74,189,0.258,166,1.066666667
865,Duane Josephson,R,72,190,0.258,23,0.942857143
866,Cesar Geronimo,L,72,165,0.258,51,0.704761905
867,Bob Montgomery,R,73,195,0.258,23,1.057142857
868,Steve Brye,R,72,190,0.258,30,0.942857143
869,Jerry Hairston,B,70,170,0.258,30,0.619047619
870,Mike Andrews,R,75,195,0.258,66,1.19047619
871,Cliff Johnson,R,76,215,0.258,196,1.447619048
872,Lou Johnson,R,71,170,0.258,48,0.685714286
873,Joe Lefebvre,L,70,170,0.258,31,0.619047619
874,Steve Hovley,L,70,188,0.258,8,0.79047619
875,Mike Cubbage,L,72,180,0.258,34,0.847619048
876,Joe Pepitone,L,74,185,0.258,219,1.028571429
877,Del Unser,L,73,180,0.258,87,0.914285714
878,Garth Iorg,R,71,170,0.258,20,0.685714286
879,Tony Muser,L,74,180,0.259,7,0.980952381
880,Mike Davis,L,74,175,0.259,91,0.933333333
881,Ron Jackson,R,72,200,0.259,56,1.038095238
882,Mickey Brantley,R,70,180,0.259,32,0.714285714
883,Clint Hurdle,L,75,195,0.259,32,1.19047619
884,Hosken Powell,L,73,175,0.259,17,0.866666667
885,Doug DeCinces,R,74,190,0.259,237,1.076190476
886,Ed Ott,L,70,190,0.259,33,0.80952381
887,Alan Wiggins,B,74,160,0.259,5,0.79047619
888,Lee Mazzilli,B,73,180,0.259,93,0.914285714
889,Jerry Morales,R,70,155,0.259,95,0.476190476
890,Bert Campaneris,R,70,160,0.259,79,0.523809524
891,Al Ferrara,R,73,200,0.259,51,1.104761905
892,Mark Brouhard,R,73,210,0.259,25,1.2
893,Rowland Office,L,72,170,0.259,32,0.752380952
894,John Stearns,R,72,185,0.26,46,0.895238095
895,Ed Goodson,L,75,180,0.26,30,1.047619048
896,Jim Morrison,R,71,175,0.26,112,0.733333333
897,Don Baylor,R,73,190,0.26,338,1.00952381
898,Ken Reitz,R,72,180,0.26,68,0.847619048
899,Art Howe,R,74,190,0.26,43,1.076190476
900,Larry Bowa,B,70,155,0.26,15,0.476190476
901,Jim Dwyer,L,70,165,0.26,77,0.571428571
902,Greg Walker,L,75,205,0.26,113,1.285714286
903,Brock Davis,L,70,160,0.26,1,0.523809524
904,Jim Wohlford,R,71,175,0.26,21,0.733333333
905,Julio Gotay,R,72,180,0.26,6,0.847619048
906,Mike Squires,L,71,185,0.26,6,0.828571429
907,Bobby Valentine,R,70,189,0.26,12,0.8
908,Phil Garner,R,70,175,0.26,109,0.666666667
909,Elliott Maddox,R,71,180,0.261,18,0.780952381
910,Ed Kranepool,L,75,205,0.261,118,1.285714286
911,Jeff Burroughs,R,73,200,0.261,240,1.104761905
912,Billy North,B,71,185,0.261,20,0.828571429
913,Dick Dietz,R,73,195,0.261,66,1.057142857
914,Jose Tartabull,L,71,165,0.261,2,0.638095238
915,Ron Washington,R,71,155,0.261,20,0.542857143
916,Roy Howell,L,73,190,0.261,80,1.00952381
917,Bob Chance,L,74,196,0.261,24,1.133333333
918,Charlie Moore,R,71,180,0.261,36,0.780952381
919,Rick Reichardt,R,75,210,0.261,116,1.333333333
920,Davey Johnson,R,73,170,0.261,136,0.819047619
921,Don Money,R,73,170,0.261,176,0.819047619
922,Ron Cey,R,70,185,0.261,316,0.761904762
923,Jason Thompson,L,76,200,0.261,208,1.304761905
924,John Wockenfuss,R,72,190,0.262,86,0.942857143
925,Scot Thompson,L,75,195,0.262,5,1.19047619
926,Dave Engle,R,75,210,0.262,31,1.333333333
927,Ted Sizemore,R,70,165,0.262,23,0.571428571
928,Willie Upshaw,L,72,185,0.262,123,0.895238095
929,Reggie Jackson,L,72,195,0.262,563,0.99047619
930,John Wathan,R,74,205,0.262,21,1.219047619
931,John Ellis,R,74,225,0.262,69,1.40952381
932,Bill Freehan,R,75,203,0.262,200,1.266666667
933,Joe Nolan,L,71,175,0.263,27,0.733333333
934,Bruce Boisclair,L,74,185,0.263,10,1.028571429
935,Cookie Rojas,R,70,160,0.263,54,0.523809524
936,Larry Parrish,R,75,190,0.263,256,1.142857143
937,Milt May,L,72,190,0.263,77,0.942857143
938,Al Gallagher,R,72,180,0.263,11,0.847619048
939,Richie Scheinblum,B,73,180,0.263,13,0.914285714
940,Ted Uhlaender,L,74,190,0.263,36,1.076190476
941,Davey Lopes,R,69,170,0.263,155,0.552380952
942,Manny Trillo,R,73,150,0.263,61,0.628571429
943,Bill Russell,R,72,175,0.263,46,0.8
944,Ed Charles,R,70,170,0.263,86,0.619047619
945,Eric Soderholm,R,71,187,0.264,102,0.847619048
946,Junior Moore,R,71,185,0.264,7,0.828571429
947,Chuck Hinton,R,73,180,0.264,113,0.914285714
948,Toby Harrah,R,72,175,0.264,195,0.8
949,Rick Monday,L,75,193,0.264,241,1.171428571
950,Jim Norris,L,70,175,0.264,7,0.666666667
951,Bernie Carbo,L,71,173,0.264,96,0.714285714
952,Bob Molinaro,L,72,190,0.264,14,0.942857143
953,Don Buford,B,67,160,0.264,93,0.323809524
954,Ken Retzer,L,72,185,0.264,14,0.895238095
955,Phil Mankowski,L,72,180,0.264,8,0.847619048
956,Pat Kelly,L,73,185,0.264,76,0.961904762
957,Bob Bailor,R,71,170,0.264,9,0.685714286
958,Joe Rudi,R,74,200,0.264,179,1.171428571
959,Tony Conigliaro,R,75,185,0.264,166,1.095238095
960,Oscar Gamble,L,71,160,0.265,200,0.59047619
961,Bombo Rivera,R,70,187,0.265,10,0.780952381
962,Dick Davis,R,75,190,0.265,27,1.142857143
963,Miguel Dilone,B,72,160,0.265,6,0.657142857
964,Bobby Tolan,L,71,170,0.265,86,0.685714286
965,Mike Brown,R,74,195,0.265,23,1.123809524
966,Joel Youngblood,R,72,180,0.265,80,0.847619048
967,Rich Coggins,L,68,170,0.265,12,0.485714286
968,Ron Oester,B,74,185,0.265,42,1.028571429
969,Jim Holt,L,72,180,0.265,19,0.847619048
970,Ollie Brown,R,74,178,0.265,102,0.961904762
971,Jim Fregosi,R,73,190,0.265,151,1.00952381
972,Daryl Sconiers,L,74,185,0.265,15,1.028571429
973,Dave Revering,L,76,210,0.265,62,1.4
974,Bump Wills,B,69,172,0.266,36,0.571428571
975,Jeffrey Leonard,R,74,200,0.266,144,1.171428571
976,Mitchell Page,L,74,205,0.266,72,1.219047619
977,Bobby Grich,R,74,180,0.266,224,0.980952381
978,Wayne Krenchicki,L,73,180,0.266,15,0.914285714
979,Carl Taylor,R,74,200,0.266,10,1.171428571
980,Boog Powell,L,76,230,0.266,339,1.59047619
981,Reid Nichols,R,71,165,0.266,22,0.638095238
982,Joe Charboneau,R,74,205,0.266,29,1.219047619
983,Gail Hopkins,L,70,198,0.266,25,0.885714286
984,Jay Johnstone,L,73,175,0.267,102,0.866666667
985,Dave Concepcion,R,74,155,0.267,101,0.742857143
986,Jim Northrup,L,75,190,0.267,153,1.142857143
987,Barbaro Garbey,R,70,170,0.267,11,0.619047619
988,Bill Stein,R,70,170,0.267,44,0.619047619
989,R.J. Reynolds,B,72,190,0.267,35,0.942857143
990,Johnny Bench,R,73,197,0.267,389,1.076190476
991,Lee May,R,75,195,0.267,354,1.19047619
992,Dan Driessen,L,71,187,0.267,153,0.847619048
993,Wes Parker,B,73,180,0.267,64,0.914285714
994,Leon Roberts,R,75,200,0.267,78,1.238095238
995,Mike Schmidt,R,74,195,0.267,548,1.123809524
996,Bubba Morton,R,70,175,0.267,14,0.666666667
997,Willie Crawford,L,73,197,0.268,86,1.076190476
998,George Vukovich,L,72,198,0.268,27,1.019047619
999,Ken Landreaux,L,70,165,0.268,91,0.571428571
1000,George Scott,R,74,200,0.268,271,1.171428571
1001,Tony Horton,R,75,210,0.268,76,1.333333333
1002,David Green,R,75,170,0.268,31,0.952380952
1003,Bobby Bonds,R,73,190,0.268,332,1.00952381
1004,Tito Fuentes,B,71,175,0.268,45,0.733333333
1005,Rick Leach,L,73,180,0.268,18,0.914285714
1006,Tom Poquette,L,70,175,0.268,10,0.666666667
1007,Rich Rollins,R,70,185,0.269,77,0.761904762
1008,Chris Brown,R,72,185,0.269,38,0.895238095
1009,Ron Pruitt,R,72,185,0.269,12,0.895238095
1010,Mike Ivie,R,75,205,0.269,81,1.285714286
1011,Tommy Helms,R,70,165,0.269,34,0.571428571
1012,Rick Miller,L,72,175,0.269,28,0.8
1013,Walt Williams,R,66,165,0.27,33,0.304761905
1014,Dan Ford,R,73,185,0.27,121,0.961904762
